Country Name,Country Code,Region,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Afghanistan,AFG,ASIA (EX. NEAR EAST),"Population, female",SP.POP.TOTL.FE.IN,4345833,4436409,4530999,4629744,4732811,4840361,4950976,5064412,5183236,5310992,5449341,5597527,5751702,5906353,6054255,6188833,6313140,6425245,6508200,6540175,6508346,6408005,6252134,6068225,5894231,5760471,5669980,5622957,5642472,5755165,5976311,6322952,6781938,7300808,7806613,8247815,8601053,8883318,9132533,9406456,9745433,10162670,10640010,11149121,11648117,12107600,12516994,12888178,13241128,13605853,14003429,14440385,14907682,15392119,15873910,16338837,16782979,17211000,17629000,18044000,18463000,18887000,19314000,19742000,20171000,20600000,21027000,21454000,21881000,22306000,22730000,23152000,23573000,23991000,24406000,24818000,25226000,25631000,26032000,26427000,26818000,27202000,27581000,27954000,28319000,28678000,29029000,29373000,29710000,30039000,30361000
Afghanistan,AFG,ASIA (EX. NEAR EAST),"Population, male",SP.POP.TOTL.MA.IN,4650518,4730355,4814869,4904210,4998550,5098053,5201355,5308218,5421110,5543436,5676782,5820298,5970238,6121469,6267286,6401453,6527159,6642293,6729534,6766520,6740024,6645949,6497511,6321044,6152884,6022579,5931061,5879804,5898416,6022444,6272803,6670705,7199293,7794291,8366106,8851726,9221831,9498287,9731466,9997220,10348323,10803793,11339913,11915730,12470862,12963198,13376456,13728614,14052903,14398478,14799738,15268214,15789276,16339569,16884110,17397657,17873053,18319000,18744000,19165000,19592000,20026000,20465000,20907000,21349000,21789000,22227000,22665000,23102000,23536000,23969000,24400000,24828000,25252000,25673000,26090000,26502000,26909000,27311000,27707000,28096000,28479000,28855000,29224000,29584000,29936000,30280000,30615000,30941000,31258000,31567000
Afghanistan,AFG,ASIA (EX. NEAR EAST),"Population, total",SP.POP.TOTL,8996351,9166764,9345868,9533954,9731361,9938414,10152331,10372630,10604346,10854428,11126123,11417825,11721940,12027822,12321541,12590286,12840299,13067538,13237734,13306695,13248370,13053954,12749645,12389269,12047115,11783050,11601041,11502761,11540888,11777609,12249114,12993657,13981231,15095099,16172719,17099541,17822884,18381605,18863999,19403676,20093756,20966463,21979923,23064851,24118979,25070798,25893450,26616792,27294031,28004331,28803167,29708599,30696958,31731688,32758020,33736494,34656032,35530000,36373000,37209000,38055000,38914000,39779000,40649000,41520000,42388000,43254000,44119000,44982000,45843000,46700000,47552000,48400000,49243000,50079000,50908000,51728000,52540000,53343000,54134000,54914000,55682000,56436000,57177000,57903000,58614000,59309000,59988000,60651000,61297000,61928000
Albania,ALB,EASTERN EUROPE,"Population, female",SP.POP.TOTL.FE.IN,780595,805308,830316,855239,880255,904825,928928,953602,981017,1009814,1035957,1061518,1088573,1114868,1141014,1167737,1193879,1220600,1246195,1271299,1297789,1324523,1353594,1383432,1413336,1442681,1469815,1497726,1525329,1568794,1603298,1604796,1610589,1617723,1621588,1618644,1607184,1588691,1566487,1545229,1528047,1511367,1508258,1506351,1503758,1498085,1488492,1475636,1462169,1451096,1444648,1443885,1446468,1449671,1452057,1451807,1451769,1457000,1461000,1464000,1468000,1471000,1474000,1477000,1480000,1482000,1483000,1483000,1483000,1482000,1480000,1477000,1474000,1470000,1465000,1460000,1454000,1448000,1441000,1434000,1426000,1418000,1410000,1402000,1394000,1385000,1377000,1369000,1360000,1352000,1343000
Albania,ALB,EASTERN EUROPE,"Population, male",SP.POP.TOTL.MA.IN,828205,854492,881003,907382,933880,959966,985645,1011996,1041255,1071881,1099522,1126335,1154553,1181884,1209110,1237094,1264647,1292946,1320071,1346533,1374208,1401533,1430684,1460528,1491093,1522081,1552820,1585879,1617007,1659149,1683244,1661994,1636450,1609564,1585948,1569140,1560849,1559590,1562043,1563549,1560980,1548806,1542752,1533265,1523181,1513402,1504055,1494381,1485145,1476423,1468373,1461310,1453933,1445421,1437047,1428896,1424332,1427000,1431000,1435000,1439000,1442000,1444000,1446000,1448000,1449000,1449000,1449000,1448000,1447000,1444000,1442000,1438000,1434000,1429000,1424000,1419000,1413000,1407000,1400000,1394000,1387000,1380000,1374000,1367000,1361000,1354000,1348000,1342000,1336000,1330000
Albania,ALB,EASTERN EUROPE,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2884000,2892000,2900000,2907000,2913000,2919000,2924000,2928000,2931000,2932000,2932000,2931000,2928000,2924000,2919000,2912000,2904000,2895000,2884000,2873000,2860000,2847000,2834000,2820000,2805000,2791000,2776000,2761000,2746000,2731000,2717000,2702000,2687000,2673000
Algeria,DZA,NORTHERN AFRICA,"Population, female",SP.POP.TOTL.FE.IN,5527053,5668595,5813438,5963247,6120323,6286264,6462013,6646944,6839168,7035930,7235405,7437121,7642213,7852430,8070272,8297705,8534648,8780908,9038136,9308316,9592486,9891016,10202398,10523396,10849600,11177397,11504928,11831508,12155986,12477542,12795122,13108642,13416598,13714986,13998796,14264839,14512244,14743155,14961339,15172214,15380509,15587701,15795231,16007854,16231106,16469325,16723548,16994078,17283242,17593363,17925229,18280118,18655339,19042568,19430571,19810777,20179815,20538000,20886000,21224000,21555000,21876000,22187000,22488000,22780000,23061000,23333000,23596000,23851000,24100000,24342000,24580000,24813000,25042000,25268000,25494000,25718000,25941000,26163000,26385000,26607000,26828000,27049000,27268000,27486000,27701000,27914000,28122000,28326000,28523000,28713000
Algeria,DZA,NORTHERN AFRICA,"Population, male",SP.POP.TOTL.MA.IN,5597835,5736264,5876715,6021889,6175647,6340688,6518254,6707253,6905219,7108508,7314629,7522988,7734880,7951998,8176841,8411394,8655591,8909276,9174190,9452445,9745229,10052648,10373303,10704893,11044253,11388508,11736344,12086389,12435506,12780130,13117245,13445687,13764496,14071273,14363457,14639459,14899171,15143684,15374393,15593399,15803151,16004452,16199815,16395660,16599990,16819112,17054367,17305998,17577473,17872397,18192408,18539440,18910508,19295994,19682742,20060751,20426237,20780000,21122000,21455000,21779000,22093000,22397000,22691000,22973000,23247000,23510000,23764000,24009000,24247000,24480000,24706000,24928000,25147000,25362000,25577000,25790000,26003000,26216000,26429000,26642000,26856000,27071000,27285000,27499000,27710000,27920000,28128000,28332000,28531000,28724000
Algeria,DZA,NORTHERN AFRICA,"Population, total",SP.POP.TOTL,11124888,11404859,11690153,11985136,12295970,12626952,12980267,13354197,13744387,14144438,14550034,14960109,15377093,15804428,16247113,16709099,17190239,17690184,18212326,18760761,19337715,19943664,20575701,21228289,21893853,22565905,23241272,23917897,24591492,25257672,25912367,26554329,27181094,27786259,28362253,28904298,29411415,29886839,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052,41318000,42008000,42679000,43333000,43969000,44584000,45179000,45753000,46308000,46843000,47360000,47860000,48347000,48822000,49286000,49741000,50188000,50631000,51070000,51508000,51944000,52379000,52814000,53249000,53684000,54120000,54554000,54985000,55412000,55834000,56250000,56658000,57054000,57437000
American Samoa,ASM,OCEANIA,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,OCEANIA,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,OCEANIA,"Population, total",SP.POP.TOTL,20013,20486,21117,21882,22698,23520,24321,25116,25885,26614,27292,27916,28492,29014,29488,29932,30321,30689,31102,31673,32457,33493,34738,36160,37688,39241,40837,42450,44047,45593,47038,48375,49593,50720,51803,52868,53929,54941,55901,56770,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55537,55599,56000,56000,56000,56000,56000,56000,56000,56000,56000,57000,57000,57000,57000,57000,57000,57000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,57000,57000,57000,57000,57000
Andorra,AND,WESTERN EUROPE,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,WESTERN EUROPE,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,WESTERN EUROPE,"Population, total",SP.POP.TOTL,13411,14375,15370,16412,17469,18549,19647,20758,21890,23058,24276,25559,26892,28232,29520,30705,31777,32771,33737,34818,36067,37500,39114,40867,42706,44600,46517,48455,50434,52448,54509,56671,58888,60971,62677,63850,64360,64327,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281,77000,77000,77000,77000,77000,77000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,79000,79000,79000,79000,79000,78000,78000,78000,78000,78000,78000,78000,77000,77000
Angola,AGO,SUB-SAHARAN AFRICA,"Population, female",SP.POP.TOTL.FE.IN,2877274,2933118,2990540,3048580,3105823,3161512,3215350,3268489,3323390,3383359,3450878,3527083,3611728,3704229,3803390,3908433,4018684,4134708,4258315,4391986,4537096,4695227,4864834,5040440,5214562,5382155,5540388,5691677,5842598,6002633,6178378,6373298,6584856,6806509,7028662,7244983,7453065,7656920,7864410,8086649,8331720,8602435,8896670,9211581,9542288,9885199,10239607,10606747,10987139,11381775,11791197,12215618,12654186,13105099,13565982,14035197,14512041,14997000,15492000,15998000,16518000,17052000,17598000,18159000,18733000,19320000,19921000,20536000,21165000,21807000,22463000,23133000,23816000,24513000,25223000,25947000,26683000,27431000,28193000,28966000,29751000,30548000,31356000,32175000,33005000,33845000,34696000,35556000,36427000,37307000,38196000
Angola,AGO,SUB-SAHARAN AFRICA,"Population, male",SP.POP.TOTL.MA.IN,2765908,2819906,2875521,2931837,2987498,3041787,3094420,3146506,3200401,3259273,3325503,3400186,3483106,3573731,3670948,3774046,3882313,3996280,4117832,4249535,4392804,4549280,4717322,4891122,5062759,5226887,5380649,5526591,5671370,5824604,5993063,6180148,6383489,6597225,6812639,7024011,7229219,7432061,7639908,7863117,8109204,8380831,8675979,8991788,9323428,9667343,10022792,10390940,10772281,11167772,11577934,12002947,12441964,12893241,13354484,13824108,14301422,14787000,15282000,15789000,16309000,16843000,17390000,17950000,18524000,19111000,19712000,20326000,20953000,21595000,22249000,22917000,23598000,24292000,24999000,25718000,26450000,27195000,27951000,28719000,29498000,30288000,31089000,31901000,32723000,33554000,34395000,35245000,36105000,36973000,37850000
Angola,AGO,SUB-SAHARAN AFRICA,"Population, total",SP.POP.TOTL,5643182,5753024,5866061,5980417,6093321,6203299,6309770,6414995,6523791,6642632,6776381,6927269,7094834,7277960,7474338,7682479,7900997,8130988,8376147,8641521,8929900,9244507,9582156,9931562,10277321,10609042,10921037,11218268,11513968,11827237,12171441,12553446,12968345,13403734,13841301,14268994,14682284,15088981,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463,29784000,30774000,31788000,32827000,33894000,34988000,36109000,37257000,38431000,39633000,40862000,42118000,43402000,44712000,46050000,47414000,48805000,50222000,51665000,53133000,54626000,56143000,57685000,59249000,60836000,62445000,64076000,65727000,67399000,69091000,70802000,72531000,74280000,76046000
Antigua and Barbuda,ATG,,"Population, female",SP.POP.TOTL.FE.IN,29297,29792,30293,30806,31346,31921,32536,33178,33833,34474,35083,35648,36170,36634,37031,37348,37588,37745,37815,37785,37654,37435,37141,36785,36386,35965,35522,35082,34721,34519,34544,34802,35285,35974,36869,37930,39176,40580,42018,43328,44389,45150,45643,45966,46260,46632,47109,47663,48265,48879,49464,50019,50564,51095,51627,52160,52690,53000,54000,54000,55000,55000,56000,56000,57000,57000,58000,58000,59000,59000,60000,60000,60000,61000,61000,62000,62000,62000,63000,63000,63000,63000,64000,64000,64000,64000,64000,65000,65000,65000,65000
Antigua and Barbuda,ATG,,"Population, male",SP.POP.TOTL.MA.IN,26042,26352,26851,27488,28178,28860,29523,30182,30822,31436,32015,32540,33006,33432,33847,34261,34697,35130,35509,35743,35788,35631,35307,34854,34339,33817,33287,32763,32337,32108,32152,32505,33142,33964,34850,35689,36452,37159,37833,38503,39195,39907,40623,41327,41997,42621,43192,43718,44213,44702,45197,45700,46213,46729,47248,47763,48273,49000,49000,50000,50000,51000,51000,52000,52000,53000,53000,54000,54000,55000,55000,55000,56000,56000,56000,57000,57000,57000,58000,58000,58000,59000,59000,59000,59000,59000,60000,60000,60000,60000,60000
Antigua and Barbuda,ATG,,"Population, total",SP.POP.TOTL,55339,56144,57144,58294,59524,60781,62059,63360,64655,65910,67098,68188,69176,70066,70878,71609,72285,72875,73324,73528,73442,73066,72448,71639,70725,69782,68809,67845,67058,66627,66696,67307,68427,69938,71719,73619,75628,77739,79851,81831,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,99923,100963,102000,103000,104000,105000,106000,107000,108000,109000,110000,111000,112000,113000,114000,115000,115000,116000,117000,118000,118000,119000,120000,120000,121000,122000,122000,122000,123000,123000,124000,124000,124000,125000,125000,125000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,LATIN AMER. & CARIB,"Population, female",SP.POP.TOTL.FE.IN,10148068,10325497,10504134,10683293,10861894,11039449,11215454,11391088,11569577,11755215,11951003,12158165,12375603,12601066,12831140,13063208,13296650,13531868,13768478,14006283,14245108,14484326,14723641,14963677,15205404,15449379,15695672,15943542,16191721,16438497,16682536,16923558,17161586,17396009,17626206,17851864,18072580,18288724,18501765,18713731,18926130,19139682,19354160,19569044,19783378,19996578,20208303,20419084,20630230,20843527,21060117,21280492,21503890,21728553,21952059,22172569,22389459,22603000,22813000,23021000,23226000,23429000,23629000,23826000,24020000,24212000,24402000,24588000,24772000,24954000,25132000,25307000,25479000,25648000,25814000,25977000,26136000,26292000,26445000,26594000,26739000,26881000,27019000,27154000,27285000,27413000,27537000,27657000,27774000,27888000,27997000
Argentina,ARG,LATIN AMER. & CARIB,"Population, male",SP.POP.TOTL.MA.IN,10471007,10627580,10783548,10938547,11092035,11243941,11393294,11541115,11691701,11850772,12022055,12208274,12407346,12612322,12813366,13003767,13180502,13346697,13509263,13678251,13860780,14059038,14270346,14491061,14715500,14939404,15161572,15382931,15603796,15825064,16047203,16270360,16493565,16714908,16931909,17142950,17347102,17545245,17739825,17934337,18131322,18331827,18535210,18740335,18945318,19148910,19350587,19551140,19752159,19955880,20163772,20376387,20592849,20811372,21029456,21245196,21457971,21668000,21876000,22081000,22284000,22486000,22685000,22881000,23075000,23267000,23457000,23645000,23829000,24012000,24192000,24369000,24543000,24715000,24884000,25051000,25215000,25377000,25536000,25692000,25846000,25998000,26146000,26292000,26435000,26576000,26713000,26848000,26979000,27107000,27232000
Argentina,ARG,LATIN AMER. & CARIB,"Population, total",SP.POP.TOTL,20619075,20953077,21287682,21621840,21953929,22283390,22608748,22932203,23261278,23605987,23973058,24366439,24782949,25213388,25644506,26066975,26477152,26878565,27277741,27684534,28105888,28543364,28993987,29454738,29920904,30388783,30857244,31326473,31795517,32263561,32729739,33193918,33655151,34110917,34558115,34994814,35419682,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430,44271000,44689000,45102000,45510000,45914000,46313000,46707000,47096000,47480000,47859000,48233000,48602000,48965000,49323000,49676000,50022000,50363000,50698000,51028000,51351000,51669000,51981000,52286000,52586000,52879000,53166000,53446000,53721000,53989000,54250000,54505000,54753000,54995000,55229000
Armenia,ARM,C.W. OF IND. STATES,"Population, female",SP.POP.TOTL.FE.IN,969817,1003035,1036593,1070160,1103403,1136081,1167927,1198965,1229572,1260311,1291570,1323447,1355710,1387967,1419674,1450414,1480113,1508853,1536562,1563206,1588784,1612570,1634494,1656004,1679062,1704709,1734332,1766516,1796115,1816150,1821933,1811127,1786094,1752664,1719240,1691873,1672632,1659680,1650407,1640585,1627159,1610432,1591800,1570671,1546442,1519211,1487428,1452473,1420780,1400836,1398124,1415516,1449869,1493177,1534034,1564169,1580790,1586000,1584000,1579000,1576000,1575000,1575000,1575000,1575000,1575000,1573000,1571000,1568000,1565000,1562000,1558000,1554000,1550000,1545000,1541000,1536000,1531000,1526000,1521000,1515000,1510000,1504000,1498000,1491000,1485000,1477000,1470000,1462000,1455000,1446000
Armenia,ARM,C.W. OF IND. STATES,"Population, male",SP.POP.TOTL.MA.IN,904303,938456,972933,1007415,1041595,1075235,1108104,1140159,1171568,1202614,1233495,1264259,1294774,1324814,1354073,1382343,1409466,1435526,1460849,1485899,1510967,1535522,1559192,1582590,1606533,1631226,1657924,1685426,1708536,1720319,1716232,1694124,1656716,1610434,1564420,1525469,1495583,1473406,1458277,1448432,1442429,1440223,1442097,1447135,1454170,1462048,1471072,1480583,1487440,1487748,1479187,1460065,1432053,1400332,1372186,1352781,1344026,1344000,1350000,1357000,1363000,1365000,1365000,1364000,1362000,1360000,1358000,1355000,1353000,1349000,1346000,1342000,1338000,1334000,1330000,1325000,1321000,1316000,1312000,1307000,1303000,1298000,1294000,1289000,1285000,1280000,1275000,1270000,1265000,1260000,1254000
Armenia,ARM,C.W. OF IND. STATES,"Population, total",SP.POP.TOTL,1874120,1941491,2009526,2077575,2144998,2211316,2276031,2339124,2401140,2462925,2525065,2587706,2650484,2712781,2773747,2832757,2889579,2944379,2997411,3049105,3099751,3148092,3193686,3238594,3285595,3335935,3392256,3451942,3504651,3536469,3538165,3505251,3442810,3363098,3283660,3217342,3168215,3133086,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816,2930000,2934000,2937000,2939000,2940000,2940000,2939000,2937000,2934000,2931000,2926000,2920000,2914000,2907000,2900000,2892000,2884000,2875000,2866000,2857000,2848000,2838000,2828000,2818000,2808000,2798000,2787000,2776000,2765000,2753000,2740000,2727000,2714000,2700000
Aruba,ABW,LATIN AMER. & CARIB,"Population, female",SP.POP.TOTL.FE.IN,27636,28253,28656,28906,29090,29267,29455,29631,29805,29988,30179,30401,30642,30887,31065,31149,31114,30989,30833,30752,30802,31046,31457,31905,32228,32299,32053,31568,31101,30995,31493,32691,34483,36634,38789,40705,42297,43618,44758,45857,47009,48252,49508,50707,51713,52457,52896,53077,53100,53107,53197,53401,53701,54062,54426,54751,55037,55000,56000,56000,56000,56000,56000,57000,57000,57000,57000,57000,57000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,57000,57000,57000,57000,57000,56000,56000,56000,56000
Aruba,ABW,LATIN AMER. & CARIB,"Population, male",SP.POP.TOTL.MA.IN,26575,27185,27569,27789,27942,28093,28260,28424,28581,28738,28884,29039,29198,29356,29463,29508,29472,29377,29270,29228,29294,29521,29888,30296,30608,30727,30591,30265,29978,30037,30656,31931,33752,35870,37911,39619,40903,41833,42519,43148,43844,44646,45484,46310,47024,47574,47936,48143,48253,48346,48472,48652,48876,49125,49369,49590,49785,50000,50000,50000,50000,51000,51000,51000,51000,51000,51000,51000,51000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,51000,51000,51000,51000,51000,51000,51000
Aruba,ABW,LATIN AMER. & CARIB,"Population, total",SP.POP.TOTL,54211,55438,56225,56695,57032,57360,57715,58055,58386,58726,59063,59440,59840,60243,60528,60657,60586,60366,60103,59980,60096,60567,61345,62201,62836,63026,62644,61833,61079,61032,62149,64622,68235,72504,76700,80324,83200,85451,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822,105000,106000,106000,106000,107000,107000,107000,108000,108000,108000,109000,109000,109000,109000,110000,110000,110000,110000,110000,110000,110000,110000,110000,109000,109000,109000,109000,108000,108000,108000,108000,107000,107000,107000
Australia,AUS,OCEANIA,"Population, female",SP.POP.TOTL.FE.IN,5084520,5189981,5321758,5428385,5539301,5651832,5784715,5860056,5965983,6093946,6217405,6433810,6556166,6660725,6835876,6925860,7002048,7088665,7178887,7263044,7356340,7475956,7601699,7696260,7782808,7889712,8020767,8145050,8281532,8425805,8555070,8669439,8780712,8872212,8970118,9080007,9197805,9296320,9387372,9489347,9599003,9727463,9846898,9969868,10085944,10217801,10365156,10423970,10628375,10844354,11011443,11165408,11361623,11559792,11735418,11903156,12074743,12237000,12397000,12554000,12708000,12859000,13009000,13157000,13303000,13448000,13591000,13732000,13870000,14005000,14138000,14268000,14396000,14523000,14649000,14774000,14898000,15022000,15144000,15267000,15389000,15510000,15630000,15751000,15871000,15991000,16111000,16231000,16351000,16469000,16586000
Australia,AUS,OCEANIA,"Population, male",SP.POP.TOTL.MA.IN,5191957,5293019,5420242,5521615,5627699,5736168,5866285,5938944,6043017,6169054,6289595,6503190,6620834,6719275,6887124,6967140,7030952,7103335,7179113,7250956,7335660,7451044,7576301,7672740,7761192,7868288,7997633,8118850,8250668,8388595,8510030,8614561,8714288,8794788,8884882,8991993,9113195,9220680,9323628,9436653,9553997,9685537,9804502,9925532,10041456,10176999,10332744,10403630,10620825,10847346,11020307,11174616,11366631,11557561,11725276,11886182,12052416,12210000,12366000,12520000,12670000,12818000,12963000,13107000,13248000,13388000,13525000,13660000,13791000,13920000,14045000,14168000,14289000,14409000,14527000,14645000,14761000,14878000,14994000,15109000,15225000,15342000,15458000,15575000,15692000,15809000,15926000,16043000,16161000,16279000,16397000
Australia,AUS,OCEANIA,"Population, total",SP.POP.TOTL,10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23117353,23460694,23789338,24127159,24447000,24763000,25074000,25379000,25677000,25972000,26264000,26552000,26837000,27117000,27392000,27661000,27925000,28183000,28436000,28686000,28932000,29176000,29418000,29659000,29899000,30138000,30376000,30614000,30851000,31088000,31325000,31562000,31800000,32037000,32274000,32512000,32748000,32982000
Austria,AUT,WESTERN EUROPE,"Population, female",SP.POP.TOTL.FE.IN,3764033,3782557,3803407,3825317,3848143,3870347,3894594,3920717,3937989,3948491,3959249,3973963,3994190,4013538,4017673,4004491,3995056,3994347,3988890,3979752,3977185,3984479,3984195,3974376,3970551,3968683,3967388,3965961,3967321,3980385,4005231,4039003,4076645,4103124,4111978,4111983,4111960,4111682,4111943,4116423,4123545,4137335,4156402,4175817,4201065,4228917,4248925,4261607,4273312,4281829,4288122,4297030,4309772,4327566,4352361,4393344,4447318,4456000,4465000,4475000,4485000,4494000,4503000,4511000,4519000,4527000,4533000,4540000,4546000,4551000,4556000,4561000,4565000,4568000,4571000,4573000,4574000,4575000,4575000,4574000,4572000,4569000,4566000,4562000,4557000,4552000,4547000,4541000,4535000,4528000,4521000
Austria,AUT,WESTERN EUROPE,"Population, male",SP.POP.TOTL.MA.IN,3283506,3303742,3326457,3350494,3375658,3400542,3427472,3456281,3477414,3492564,3507837,3526519,3550011,3572577,3581365,3574412,3570469,3574083,3573415,3569673,3572248,3584231,3589945,3587534,3590883,3596302,3602406,3608625,3617996,3639182,3672619,3715888,3764064,3802509,3824140,3836295,3847057,3856359,3864846,3875901,3888021,3904958,3925555,3945606,3970901,3998912,4019716,4033880,4048184,4061494,4075282,4094613,4120219,4151809,4189214,4239825,4300040,4313000,4326000,4338000,4351000,4363000,4375000,4387000,4398000,4408000,4417000,4426000,4434000,4441000,4448000,4454000,4459000,4464000,4468000,4471000,4473000,4475000,4475000,4475000,4474000,4471000,4468000,4464000,4460000,4455000,4449000,4443000,4436000,4430000,4423000
Austria,AUT,WESTERN EUROPE,"Population, total",SP.POP.TOTL,7047539,7086299,7129864,7175811,7223801,7270889,7322066,7376998,7415403,7441055,7467086,7500482,7544201,7586115,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,8541575,8633169,8747358,8769000,8791000,8813000,8836000,8858000,8878000,8898000,8917000,8935000,8951000,8966000,8980000,8992000,9004000,9015000,9024000,9032000,9039000,9044000,9048000,9050000,9050000,9048000,9045000,9040000,9034000,9026000,9017000,9007000,8996000,8984000,8971000,8958000,8944000
